dataset,fold,linear_mod,sl_full,sl_best_grid_1,sl_best_grid_3,sl_best_grid_5,sl_best_random10_1,sl_best_random10_3,sl_best_random10_5,sl_best_random25_1,sl_best_random25_3,sl_best_random25_5,sl_best_random50_1,sl_best_random50_3,sl_best_random50_5,sl_best_random100_1,sl_best_random100_3,sl_best_random100_5,sl_default_subset,sl_ga_subset,discrete_sl
1028_SWD,1,0.6070401542719381,0.5940067714824234,0.5766204649549141,0.5775098175516652,0.5775098175516653,0.5766204649549141,0.5775098175516652,0.5775098175516653,0.5766204649549141,0.5775098175516652,0.5775098175516653,0.5766204649549141,0.5775098175516652,0.5775098175516653,0.5766204649549141,0.5775098175516652,0.5775098175516653,0.5755050126363943,0.5775098175516653,0.5668538847196178
1028_SWD,2,0.555060091398353,0.5762382196132646,0.5522035816319609,0.5531954976880737,0.5531954976880737,0.5522035816319609,0.5531954976880737,0.5531954976880737,0.5522035816319609,0.5531954976880737,0.5531954976880737,0.5522035816319609,0.5531954976880737,0.5531954976880737,0.5522035816319609,0.5531954976880737,0.5531954976880737,0.5523787707913392,0.5531954976880739,0.5772322380402926
1028_SWD,3,0.5428322675397731,0.5317829490423375,0.5312779860797638,0.5308233459988292,0.5308233459988292,0.5312779860797638,0.5308233459988292,0.5308233459988292,0.5312779860797638,0.5308233459988292,0.5308233459988292,0.5312779860797638,0.5308233459988292,0.5308233459988292,0.5312779860797638,0.5308233459988292,0.5308233459988292,0.531939120027099,0.5308233459988293,0.5641173090138047
1028_SWD,4,0.6507306783085843,0.6325084178755298,0.6260720746504357,0.6292418819285811,0.6291836270834713,0.6260720746504356,0.6292418819285811,0.6291836270834713,0.6260720746504357,0.6292418819285811,0.6291836270834713,0.6260720746504356,0.6292418819285811,0.6291836270834713,0.6260720746504356,0.6292418819285811,0.6291836270834713,0.6254351474947444,0.6315986429400654,0.6247843993485493
1028_SWD,5,0.6267876328441965,0.6031851326782067,0.6087305814015221,0.6073186812720148,0.6073186812720148,0.6087305814015221,0.6073186812720148,0.6073186812720148,0.6087305814015221,0.6073186812720148,0.6073186812720148,0.6087305814015221,0.6073186812720148,0.6073186812720148,0.6087305814015221,0.6073186812720148,0.6073186812720148,0.6120727324748665,0.6084112518302414,0.6315471765471442
1028_SWD,6,0.5088065960050704,0.45693853845929,0.4585987082249391,0.45743634844902364,0.45743634844902364,0.4585987082249391,0.45743634844902364,0.45743634844902364,0.45859870822493903,0.45743634844902364,0.45743634844902364,0.4585987082249391,0.45743634844902364,0.45743634844902364,0.4585987082249391,0.45743634844902364,0.45743634844902364,0.459895897812589,0.45743634844902364,0.4589373865557562
1028_SWD,7,0.7138891298202616,0.7481531379595594,0.6630380296529487,0.6663278268028919,0.6663278268028919,0.6630380296529487,0.6663278268028919,0.6663278268028919,0.6630380296529487,0.6663278268028919,0.6663278268028919,0.6630380296529487,0.6663278268028919,0.6663278268028919,0.6630380296529487,0.6663278268028919,0.6663278268028919,0.6598832298181263,0.6663278268028919,0.6512912526604073
1028_SWD,8,0.5061000936692719,0.5045687466255105,0.5068325133176024,0.5074683983800089,0.5075855321645405,0.5068325133176024,0.5074683983800089,0.5075855321645405,0.5068325133176024,0.5074683983800089,0.5075855321645405,0.5068325133176024,0.5074683983800089,0.5075855321645405,0.5068325133176024,0.5074683983800089,0.5075855321645405,0.5133678558964802,0.5061375056101352,0.5444938092215535
1028_SWD,9,0.7406858150616163,0.7150398037527407,0.7008223979357566,0.7008223979357566,0.7008223979357565,0.7008223979357566,0.7008223979357566,0.7008223979357565,0.7008223979357566,0.7008223979357566,0.7008223979357565,0.7008223979357566,0.7008223979357566,0.7008223979357565,0.7008223979357566,0.7008223979357566,0.7008223979357565,0.7009398239953764,0.7008223979357565,0.7386784037679387
1028_SWD,10,0.5901282611359613,0.5505682465596432,0.5450966199624357,0.5467687339157014,0.5467687339157014,0.5450966199624357,0.5467687339157014,0.5467687339157014,0.5450966199624357,0.5467687339157014,0.5467687339157014,0.5450966199624357,0.5467687339157014,0.5467687339157014,0.5450966199624357,0.5467687339157014,0.5467687339157014,0.5438665911431372,0.546867786895206,0.541582854636662
